****** PREMISSAS **********;;;;;;;;;;;;;;;;;;;
cod_premissa;descr;obs;segm_tipo_clb  ;classe;subClasse;formato;decimais;seqApresent;flag_desp_recorr_func ;descr_desp_recorr;obs_desp_recorr ;ano_versao_ini;ano_versao_fim;entidade_segm  ;;;;;
2018;VP0;i;SUL_PA;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;i;SUL_PA;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;i;SUL_PA;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2018;VP0;e;*;ass_med;1;s;0;191;191;191;191;191;191;191;191;191;191;191;191
2018;VP0;e;*;ass_med;3;s;0;191;191;191;191;191;191;191;191;191;191;191;191
2018;VP0;e;*;ass_med;4;s;0;191;191;191;191;191;191;191;191;191;191;191;191
2018;VP0;e;*;ass_med;5;s;0;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97
2018;VP0;e;*;ass_med;6;s;0;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97;786.97
2018;VP0;e;*;ass_med;7;s;0;786.87;786.87;786.87;786.87;786.87;786.87;786.87;786.87;786.87;786.87;786.87;786.87
2018;VP0;e;*;ass_med;8;s;0;191;191;191;191;191;191;191;191;191;191;191;191
2018;VP0;e;*;cel_analista;*;s;0;63;63;63;63;63;63;63;63;63;63;63;63
2018;VP0;e;*;cel_coord;*;s;0;70;70;70;70;70;70;70;70;70;70;70;70
2018;VP0;e;*;cel_dir;*;s;0;250;250;250;250;250;250;250;250;250;250;250;250
2018;VP0;e;*;cel_ger;*;s;0;100;100;100;100;100;100;100;100;100;100;100;100
2018;VP0;e;*;cel_modem3g;*;s;0;36;36;36;36;36;36;36;36;36;36;36;36
2018;VP0;e;*;fgts;1;s;0;8;8;8;8;8;8;8;8;8;8;8;8
2018;VP0;e;*;fgts;2;s;0;2;2;2;2;2;2;2;2;2;2;2;2
2018;VP0;e;*;fgts;6;s;0;8;8;8;8;8;8;8;8;8;8;8;8
2018;VP0;e;*;prov_13;1;s;0;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333
2018;VP0;e;*;prov_13;2;s;0;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333
2018;VP0;e;*;prov_13;6;s;0;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333;8.333
2018;VP0;e;*;prov_ferias;1;s;0;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556
2018;VP0;e;*;prov_ferias;2;s;0;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556
2018;VP0;e;*;prov_ferias;6;s;0;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556;5.556
2018;VP0;e;*;seg_vida;*;s;0;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304
2018;VP0;e;*;tel_ramal;*;s;0;40;40;40;40;40;40;40;40;40;40;40;40
2018;VP0;e;CY_A_MEND;dissidio;*;s;0;3;0;0;0;0;0;0;0;0;0;0;0
2018;VP0;e;CY_A_MEND;vr;1;s;0;395;395;395;395;395;395;395;395;395;395;395;395
2018;VP0;e;CY_A_MEND;vr;2;s;0;395;395;395;395;395;395;395;395;395;395;395;395
2018;VP0;e;CY_A_MEND;vr;3;s;0;395;395;395;395;395;395;395;395;395;395;395;395
2018;VP0;e;CY_A_MEND;vr;4;s;0;395;395;395;395;395;395;395;395;395;395;395;395
2018;VP0;e;CY_A_MEND;vr;5;s;0;395;395;395;395;395;395;395;395;395;395;395;395
2018;VP0;e;CY_A_MEND;vr;6;s;0;395;395;395;395;395;395;395;395;395;395;395;395
2018;VP0;e;CY_A_MEND;vr;7;s;0;395;395;395;395;395;395;395;395;395;395;395;395
2018;VP0;e;C_OESTE;dissidio;*;s;0;3;0;0;0;0;0;0;0;0;0;0;0
2018;VP0;e;C_OESTE;vr;1;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2018;VP0;e;C_OESTE;vr;2;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2018;VP0;e;C_OESTE;vr;3;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2018;VP0;e;C_OESTE;vr;4;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2018;VP0;e;C_OESTE;vr;5;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2018;VP0;e;C_OESTE;vr;6;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2018;VP0;e;C_OESTE;vr;7;s;0;508;508;508;508;508;508;508;508;508;508;508;508
2018;VP0;e;NORTE;dissidio;*;s;0;3;0;0;0;0;0;0;0;0;0;0;0
2018;VP0;e;NORTE;seg_vida;*;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2018;VP0;e;NORTE;vr;1;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;NORTE;vr;2;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;NORTE;vr;3;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;NORTE;vr;4;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;NORTE;vr;5;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;NORTE;vr;6;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;NORTE;vr;7;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;NORTE-BE;dissidio;*;s;0;0;0;0;0;0;0;0;4.5;0;0;0;0
2018;VP0;e;NORTE-BE;vr;1;s;0;580;580;580;580;580;580;580;580;580;580;580;580
2018;VP0;e;NORTE-BE;vr;2;s;0;580;580;580;580;580;580;580;580;580;580;580;580
2018;VP0;e;NORTE-BE;vr;3;s;0;580;580;580;580;580;580;580;580;580;580;580;580
2018;VP0;e;NORTE-BE;vr;4;s;0;580;580;580;580;580;580;580;580;580;580;580;580
2018;VP0;e;NORTE-BE;vr;5;s;0;580;580;580;580;580;580;580;580;580;580;580;580
2018;VP0;e;NORTE-BE;vr;6;s;0;580;580;580;580;580;580;580;580;580;580;580;580
2018;VP0;e;NORTE-BE;vr;7;s;0;580;580;580;580;580;580;580;580;580;580;580;580
2018;VP0;e;RJ;dissidio;*;s;0;0;0;3;0;0;0;0;0;0;0;0;0
2018;VP0;e;RJ;vr;1;s;0;782;782;782;782;782;782;782;782;782;782;782;782
2018;VP0;e;RJ;vr;2;s;0;515;515;515;515;515;515;515;515;515;515;515;515
2018;VP0;e;RJ;vr;3;s;0;535;535;535;535;535;535;535;535;535;535;535;535
2018;VP0;e;RJ;vr;4;s;0;782;782;782;782;782;782;782;782;782;782;782;782
2018;VP0;e;RJ;vr;5;s;0;782;782;782;782;782;782;782;782;782;782;782;782
2018;VP0;e;RJ;vr;6;s;0;782;782;782;782;782;782;782;782;782;782;782;782
2018;VP0;e;RJ;vr;7;s;0;782;782;782;782;782;782;782;782;782;782;782;782
2018;VP0;e;SELLER;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2018;VP0;e;SELLER;vr;1;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;SELLER;vr;2;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;SELLER;vr;3;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;SELLER;vr;4;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;SELLER;vr;5;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2018;VP0;e;SELLER;vr;6;s;0;493;493;493;493;493;493;493;493;493;493;493;493
2021;VP0;a;SP;vr;7;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;a;CY_A_MEND;ass_med;1;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;a;CY_A_MEND;ass_med;3;s;0;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77
2021;VP0;a;CY_A_MEND;ass_med;4;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;a;CY_A_MEND;ass_med;5;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;a;CY_A_MEND;ass_med;6;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;a;CY_A_MEND;ass_med;7;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;a;CY_A_MEND;ass_med;8;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;a;CY_A_MEND;dissidio;*;s;0;3.5;0;0;0;0;0;0;0;0;0;0;0
2021;VP0;a;CY_A_MEND;vr;1;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;a;CY_A_MEND;vr;2;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;a;CY_A_MEND;vr;3;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;a;CY_A_MEND;vr;4;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;a;CY_A_MEND;vr;5;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;a;CY_A_MEND;vr;6;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;a;CY_A_MEND;vr;7;s;0;399;399;399;399;399;399;399;399;399;399;399;399
2021;VP0;a;NORTE;ass_med;1;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;a;NORTE;ass_med;3;s;0;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77
2021;VP0;a;NORTE;ass_med;4;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;a;NORTE;ass_med;5;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;a;NORTE;ass_med;6;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;a;NORTE;ass_med;7;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;a;NORTE;ass_med;8;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;a;NORTE;dissidio;*;s;0;3.5;0;0;0;0;0;0;0;0;0;0;0
2021;VP0;a;NORTE;vr;1;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;a;NORTE;vr;2;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;a;NORTE;vr;3;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;a;NORTE;vr;4;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;a;NORTE;vr;5;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;a;NORTE;vr;6;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;a;NORTE;vr;7;s;0;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75;498.75
2021;VP0;a;RJ;vr;1;s;0;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25
2021;VP0;a;RJ;vr;2;s;0;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88;559.88
2021;VP0;a;RJ;vr;3;s;0;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75;624.75
2021;VP0;a;RJ;vr;4;s;0;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75
2021;VP0;a;RJ;vr;5;s;0;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75
2021;VP0;a;RJ;vr;6;s;0;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25;872.25
2021;VP0;a;RJ;vr;7;s;0;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75;874.75
2021;VP0;a;SELLER;ass_med;1;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;a;SELLER;ass_med;2;n;0;0;0;0;0;0;0;0;0;0;0;0;0
2021;VP0;a;SELLER;ass_med;3;s;0;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77;272.77
2021;VP0;a;SELLER;ass_med;4;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;a;SELLER;ass_med;5;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;a;SELLER;ass_med;6;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;a;SELLER;ass_med;7;s;0;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39;1274.39
2021;VP0;a;SELLER;ass_med;8;s;0;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000;28.103.000.000.000.000
2021;VP0;a;SELLER;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2021;VP0;a;SELLER;vr;1;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;a;SELLER;vr;2;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;a;SELLER;vr;3;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;a;SELLER;vr;4;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;a;SELLER;vr;5;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;a;SELLER;vr;6;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;a;SELLER;vr;7;s;0;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63;548.63
2021;VP0;a;SELL_CUR;ass_med;1;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SELL_CUR;ass_med;3;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SELL_CUR;ass_med;4;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SELL_CUR;ass_med;5;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SELL_CUR;ass_med;6;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SELL_CUR;ass_med;7;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SELL_CUR;dissidio;*;s;0;0;0;0;0;4;0;0;0;0;0;0;0
2021;VP0;a;SELL_CUR;vr;1;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;a;SELL_CUR;vr;2;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;a;SELL_CUR;vr;3;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;a;SELL_CUR;vr;4;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;a;SELL_CUR;vr;5;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;a;SELL_CUR;vr;6;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;a;SELL_CUR;vr;7;s;0;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7;480.7
2021;VP0;a;SUL_CUR;ass_med;1;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SUL_CUR;ass_med;3;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SUL_CUR;ass_med;4;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SUL_CUR;ass_med;5;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SUL_CUR;ass_med;6;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SUL_CUR;ass_med;7;s;0;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97;345.97
2021;VP0;a;SUL_CUR;dissidio;*;s;0;0;0;0;0;0;4;0;0;0;0;0;0
2021;VP0;a;SUL_CUR;vr;1;s;0;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6
2021;VP0;a;SUL_CUR;vr;2;s;0;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6
2021;VP0;a;SUL_CUR;vr;3;s;0;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6
2021;VP0;a;SUL_CUR;vr;4;s;0;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6;781.6
2017;VP0;a;SUL_FL;ass_med;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;SELL_PA_FL;ass_med;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;SELL_PA_FL;ass_med;3;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SELL_PA_FL;ass_med;4;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SELL_PA_FL;ass_med;5;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SELL_PA_FL;ass_med;6;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SELL_PA_FL;ass_med;7;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;*;dissidio;*;s;0;0;0;0;0;6.5;0;0;0;0;0;0;0
2017;VP0;a;SELL_PA_FL;ass_med;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;SELL_PA_FL;seg_vida;*;s;0;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304
2017;VP0;a;SELL_PA_FL;vr;1;s;0;418;418;418;418;418;418;418;418;418;418;418;418
2017;VP0;a;SELL_PA_FL;vr;2;s;0;418;418;418;418;418;418;418;418;418;418;418;418
2017;VP0;a;SELL_PA_FL;vr;3;s;0;418;418;418;418;418;418;418;418;418;418;418;418
2017;VP0;a;SELL_PA_FL;vr;4;s;0;418;418;418;418;418;418;418;418;418;418;418;418
2017;VP0;a;SELL_PA_FL;vr;5;s;0;418;418;418;418;418;418;418;418;418;418;418;418
2017;VP0;a;SELL_PA_FL;vr;6;s;0;418;418;418;418;418;418;418;418;418;418;418;418
2017;VP0;a;SUL_CUR;vr;5;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;a;SUL_CUR;vr;6;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;a;SUL_CUR;vr;7;s;0;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6;805.6
2017;VP0;a;SUL_CUR;vr;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;SUL_FL;ass_med;1;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_FL;ass_med;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;SUL_FL;ass_med;3;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_FL;ass_med;4;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_FL;ass_med;5;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_FL;ass_med;6;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_FL;ass_med;7;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_FL;seg_vida;*;s;0;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304;0.304
2017;VP0;a;SUL_FL;vr;1;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;a;SUL_FL;vr;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;SUL_FL;vr;3;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;a;SUL_FL;vr;4;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;a;SUL_FL;vr;5;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;a;SUL_FL;vr;6;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;a;SUL_FL;vr;7;s;0;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8;404.8
2017;VP0;a;SUL_FL;vr;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;SUL_CUR;dissidio;*;s;0;0;0;0;0;0;6.5;0;0;0;0;0;0
2017;VP0;a;SUL_CUR;mes_merito;*;s;0;0;0;0;0;0;1;0;0;0;0;0;0
2017;VP0;a;SUL_PA;ass_med;1;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_PA;ass_med;2;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;SUL_PA;ass_med;3;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_PA;ass_med;4;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_PA;ass_med;5;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_PA;ass_med;6;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_PA;ass_med;7;s;0;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87;236.87
2017;VP0;a;SUL_PA;ass_med;8;s;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;CY_A_MEND;dissidio;*;s;0;7;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;CY_A_MEND;mes_merito;*;s;0;1;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;NORTE;dissidio;*;s;0;0;0;0;0;0;0;0;6.5;0;0;0;0
2017;VP0;a;NORTE;mes_merito;*;s;0;0;0;0;0;0;0;0;1;0;0;0;0
2017;VP0;a;NORTE-BE;dissidio;*;s;0;7;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;NORTE-BE;mes_merito;*;s;0;1;0;0;0;0;0;0;0;0;0;0;0
2017;VP0;a;RJ;dissidio;*;s;0;0;0;6.5;0;0;0;0;0;0;0;0;0
2017;VP0;a;RJ;mes_merito;*;s;0;0;0;1;0;0;0;0;0;0;0;0;0
2017;VP0;a;SELL_CUR;dissidio;*;s;0;0;0;0;0;6.5;0;0;0;0;0;0;0
