;ano;cod_ccusto;cod_classe_custo;cod_sub_classe_custo;obs_valor;valor_m01;valor_m02;valor_m03;valor_m04;valor_m05;valor_m06;valor_m07;valor_m08;valor_m09;valor_m10;valor_m11;valor_m12
;2023;C0217RJAPT;5200504019;30;LOGGI OBRAS;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000
;2023;C0217RJAPT;5200209001;00;;83200;58200;58290;58200;58200;58290;58200;58200;58290;58200;58200;58200
;2023;C0042SUVEN;5200503005;30;Cafés da Manhã Reuniões mensais;250;250;250;250;250;250;250;250;250;250;250;250
;2023;C1818RSLID;5200503005;30;Especialistas Uber (R$ 500,00) + R$ 2.000 KM;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C0042SUVEN;5200503009;00;;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C0217RJAPT;5200503008;00;;300;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042SUVEN;5200504012;30;EVENTOS E REUNIÕES GERAIS;0;0;2000;0;0;2000;0;0;2000;0;0;2000
;2023;C3099SPSEC;5200503005;30;Valores relacionados a visitas nos plantões.\nCusto com Uber, taxi, 99, reembolso de KM e refeições.;1000;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750
;2023;C0217RJADM;5200502005;00;;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C3099BCKVZ;5200503005;30;Valores relacionados a visitas nos plantões.\nCusto com Uber, taxi, 99, reembolso de KM e refeições.;1500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C3099BCKVZ;5200504012;30;Reuniões estratégicas e fechamentos.;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0219EQRHS;5200208008;32;R$ 65,00 px 100;0;0;0;0;0;0;6500;0;0;0;0;0
;2023;C0219EQRHS;5200208008;33;50 px - R$ 150;0;0;0;0;0;0;0;0;0;0;0;7500
;2023;C0219EQRHS;5200208008;34;R$ 450 coroa x 6 + R$ 150 nascimento x 3;3150;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042SUVEN;5200504019;30;Entrega contratos Físicos;2100;2100;2100;2100;0;0;0;0;0;0;0;0
;2023;C0219EQRHS;5200208008;35;Setembro Amarelo R$ 5 x 140\nOutubro Rosa R$ 5 x 140\nNovembro Azul R$ 5 x 140\nSemana Farroupilha R$ 10 x 150\nHalowen R$ 10 x 150\nFesta Junina R$ 10 x 150\nAções de Incorporação/Terrenos R$ 10 x 150\nDatas Comemorativas (Ações de Endomarketing) R$ 10 x 150;800;0;250;0;0;3000;0;400;4400;2500;1000;0
;2023;C0219EQRHS;5200208008;36;Ação de qualidade de vida no escritório.;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500;1500
;2023;C0042COGCB;5200410004;00;Reuniões de Planejamento e acompanhamento de metas durante o ano ( gastos com palestras, conteúdo e organização );0;0;2500;0;0;2500;0;0;0;2500;0;0
;2023;C0219EQRHS;5200208008;37;Insumos para máquina de café SELLER;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350
;2023;C0219EQRHS;5200503002;30;Post it, folhas para flipchart;400;0;0;0;0;400;0;0;0;0;0;0
;2023;C0219EQRHS;5200503005;30;Plantonistas;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C0042BLAES;5200503011;00;;800;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042BLAES;5200504008;00;;1350;1350;1350;1350;1350;1350;1350;1350;1350;1350;1350;1350
;2023;C0042BLAES;5200504018;00;;3000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0304RJPER;5200503001;30;Viagens SP e Porto Alegre;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420;1420
;2023;C0304RJPER;5200503005;30;Serviço de UBER e Portador;2800;2800;2800;2800;2800;2800;2800;2800;2800;2800;2800;2800
;2023;C0600RSAES;5200503002;30;Materiais de escritório;583;583;583;583;583;583;583;583;584;584;584;584
;2023;C0600RSAES;5200503004;30;Itens de copa e cozinha;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500
;2023;C0219EQRHS;5200504012;39;Cofee Integração + Giro R$ 15 x R$24 (R$ 360,00) + R$ 350 locação auditório;680;680;680;680;680;680;680;680;680;680;680;680
;2023;C0219EQRHS;5200503005;31;Uber equipe;260;260;260;260;260;260;260;260;260;260;260;260
;2023;C0219EQRHS;5200504002;30;Programa de Aprendizagem;202;202;202;202;202;202;202;202;202;202;202;202
;2023;C0219EQRHS;5200504008;00;Locação Máquina de Café;220;220;220;220;220;220;220;220;220;220;220;220
;2023;C0219EQRHS;5200504012;30;Reunião que ocorre na Regional Sul para os colaboradores - Premissa R$ 200 x 45px;0;0;0;9000;0;0;0;9000;0;0;0;0
;2023;C0219EQRHS;5200504012;31;Auditório R$ 350,00 + Coffee R$ 22,00 100 px;0;0;0;2550;0;0;0;2550;0;0;0;0
;2023;C0600RSAES;5200504006;30;Serviço de segurança e vigilância;187;187;187;187;187;187;188;188;188;188;188;188
;2023;C0304RJSUP;5200502005;00;;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0304RJPER;5200504020;30;Aplicativo para interface com Terrenos;176;176;176;176;176;176;176;176;176;176;176;176
;2023;C0219EQRHV;5200208008;30;CLT;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
;2023;C0219EQRHV;5200502003;30;Time de RH;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
;2023;C0219EQRHV;5200503001;30;Em Março , encontro de RH no Rio de Janeiro , 4 viagens ao ano regionais RIO e SUL;0;2000;15000;0;2000;0;0;2000;0;0;0;2000
;2023;C0219EQRHV;5200504001;30;Auditoria Jurídica preventivo trabalhista;0;30000;0;0;0;0;0;0;30000;0;0;0
;2023;C0219EQRHV;5200504012;30;Convenção dos superintendentes : 5.000 por trimestre para cada Superintendente , Giro SELLER, Reuniões do Diretor com Corretores, Buffet;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000;12000
;2023;C0219EQRHV;5200504012;31;Confraternização BackOffice;0;0;0;0;0;0;0;0;0;0;0;50000
;2023;C0042SPJCG;5200504002;30;Consultorias complexas não solucionadas por advogados internos.;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000;20000
;2023;C0221COCTB;5200502004;00;;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C0042COJUC;5200503005;30;Viagens e reuniões;25;25;25;25;25;25;25;25;25;25;25;25
;2023;C0042COJUC;5200504004;30;Consultoria;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C0219EQRHS;5200504012;32;100 px - R$ 22,00 + R$ 300 auditório;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C0219EQRHS;5200504012;33;120 px R$ 30 por pessoa;0;0;0;0;0;0;0;3600;0;0;0;0
;2023;C0042SPJUC;5200502005;00;;45;45;45;45;45;45;45;45;45;45;45;45
;2023;C0219EQRHS;5200504012;34;Palestra ou Coffee;0;0;0;0;0;0;0;0;0;2000;0;0
;2023;C0219EQRHS;5200504012;35;Considerando 15 crianças* R$ 250,00 + R$ 50 para evento;0;0;0;0;0;0;4500;0;0;0;0;0
;2023;C0219EQRHS;5200504012;36;8 troféus em janeiro R$ 800 cada - 8 medalhas em julho R$ 400 cada;0;0;0;0;0;3200;0;0;0;0;0;6400
;2023;C0219EQRHS;5200504012;37;R$ 100 x 8px (kit corporativo R$ 25 - avaliar);0;0;0;0;0;0;800;0;0;0;0;0
;2023;C0219EQRHS;5200504012;38;Adesivagem SELLER início do ano;5000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219EQRHS;5200504012;40;Festa Junina com RH Cyrela;0;0;0;0;0;1000;0;0;0;0;0;0
;2023;C2546RSDTA;5200504010;00;Reparos e manutenção do drone / seguro do drone / manutenção câmera termográfica;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0042SLAES;5200503002;30;Material de Escritório;1500;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042SLAES;5200503004;30;Material de copa e cozinha;1000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042SLAES;5200503005;30;UBER TECNOLOGIA;1300;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042SLAES;5200504019;30;MOTOBOY;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800
;2023;C0042COJUB;5200504002;30;Palestras com externos e local do evento anual do Jurídico;0;0;0;40000;0;0;0;0;0;0;0;0
;2023;C0042COJUB;5200504002;31;Pagamento anual de manutenção da 2ª parte do projeto - Frequenza;21000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042COJUB;5200504002;32;Assessoria e desenvolvimento dos projetos de inovação do Jurídico;50000;0;0;0;0;0;50000;0;0;0;0;0
;2023;C0042COJUB;5200504012;30;Cafés para eventos do Jurídico em 2023;3500;0;0;0;0;0;3500;0;0;0;0;0
;2023;C0042SLJUR;5200503001;30;VIAGENS E WORKSHOP;45;45;45;45;45;45;45;45;45;45;45;45
;2023;C0219SLVEN;5200209001;00;Lançar Mast + R$ 5.200 kit integração + R$ 420,00 crachás (60un);480;480;480;480;480;480;480;480;480;480;480;480
;2023;C0304RJJUR;5200502005;00;;45;45;45;45;45;45;45;45;45;45;45;45
;2023;C0219SLVEN;5200504002;30;Assessoria para contrato dos Estagiários;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400;2400
;2023;C0042SLAES;5200502003;30;Link de internet, VOIP, Backup;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500
;2023;C0219SLVEN;5200504012;30;Coffees treinamentos Academia de Vendas;550;550;550;550;550;550;550;550;550;550;550;550
;2023;C0219SLVEN;5200504012;31;Locação de Auditório para treinamentos mais específicos;0;450;0;450;0;0;450;0;0;450;0;0
;2023;C0042SLRHU;5200208006;30;Treinamentos áreas;5000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042SLRHU;5200208008;30;VACINA, GIFT WORK, EXAMES;1775;1775;1775;1775;1775;1775;1775;1775;1775;1775;1775;1775
;2023;C0042SLRHU;5200503005;30;UBER TECNOLOGIA;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0042SLRHU;5200504002;30;ANIVERSARIANTE DO MES, FESTA JUNINA, ETC;380;380;380;380;380;380;380;380;380;380;380;380
;2023;C0042SLRHU;5200504012;30;Confraternizações;9600;0;0;0;0;0;0;0;0;0;0;0
;2023;C0219SLVEN;5200504008;00;Locação computadores Academia de Vendas;700;700;700;700;700;700;700;700;700;700;700;700
;2023;C0042COAUD;5200503005;30;Alimentação para viagens, considerando politica de viagens;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C0042COAUD;5200504002;30;Pratique Ética - Assessoria para acompanhamento de riscos e auditoria interna (Camila Conceição);10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
;2023;C0042COAUD;5200504002;31;Assessoria para cumprimento da politica de auditoria interna - Consultoria RSM;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000;15000
;2023;C0042COAUD;5200504002;32;Assessoria de Comunicação Lima Feigelson para projeto de comunicação de Integridade;15000;0;0;0;0;0;0;0;0;0;15000;0
;2023;C0042COAUD;5200504002;33;Assessoria para treinamentos de Compliance (temas sobre assedio, PLD, riscos);40000;0;0;0;0;0;40000;0;0;0;0;0
;2023;C0042COAUD;5200504002;34;Assessoria de Investigações para suporte aos registros realizados no canal de denuncias;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000
;2023;C0042COAUD;5200504002;35;Associação ao Instituto Ethos de Empresas e Responsabilidade Social é uma OSCIP (Organização da Sociedade Civil de Interesse Público) pré requisito para aplicação ao pro etica;30000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042COAUD;5200504004;30;Serviço de DPO as a service para serviços obrigatorios;9100;9100;9100;9100;9100;9100;9100;9100;9100;9100;9100;9100
;2023;C0042COAUD;5200504012;30;Coffee para eventos de compliance;3000;0;0;0;0;0;3000;0;0;0;0;0
;2023;C0042COAUD;5200504020;30;Sistema Contato Seguro para recebimento de denuncias, acompanhamento, e registro.;5800;5800;5800;5800;5800;5800;5800;5800;5800;5800;5800;5800
;2023;C0042COAUD;5200504020;31;Custo da Hospedagem do site de Integridade;80;80;80;80;80;80;80;80;80;80;80;80
;2023;C0042COAUD;5200504020;32;Ferramenta de Background Check para analise de fornecedores, colaboradores, clientes como parte da politica de Prevenção a lavagem de dinheiro;9100;9100;9100;9100;9100;9100;9100;9100;9100;9100;9100;9100
;2023;C0042COAUD;5200504020;33;plataforma usada em privacidade, para criação de DPIA, PIA, ROPAS.;100000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0304RJPIN;5200502005;00;;15;15;15;15;15;15;15;15;15;15;15;15
;2023;C0304RJPLL;5200502005;00;;58;58;58;58;58;58;58;58;58;58;58;62
;2023;C2546RSINS;5200503005;30;VALOR PREVISTO PARA DESPESAS COM TRANSPORTE POR APLICATIVO DA EQUIPE, DESLOCAMENTO ESCRITÓRIO x OBRAS.;200;300;200;300;200;300;200;300;200;300;200;300
;2023;C2546RSINS;5200504020;30;Renovação de licença do Software QiBuilder, BUILDER PLENA, com módulos ELÉTRICO, SPDA, GÁS, HIDRÁULICA E CABEMANETO E INCÊNDIO. LICENÇA POR 12 MESES.;0;0;0;0;0;0;5000;0;0;0;0;0
;2023;C0221PJLIV;5200503001;30;1) Consideradas 2 viagens para RJ e 2 viagens para Porto Alegre, alinhamento entre regionais\n2) Inscrições para gerente e coordenadores em 2 eventos, um em Sp e um Fora de SP para cada \n3) Solicitado por suprimentos inclusão de 2 viagens para sul e 2 viagens para Rio, como previsão para encontro de fim de ano da engenharia;0;2517;2517;2517;0;2517;0;2517;0;2517;6000;0
;2023;C0600RSTER;5200503003;00;;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0600RSCOB;5200503005;30;Transporte para eventos, escrituras, ações da empresa;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0600RSCOB;5200504019;30;Serviços de transportes de contratos de financiamento.;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500
;2023;C0600RSTER;5200503008;00;;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
;2023;C0221PJLIV;5200503005;30;Previsão de gasto com taxi de toda equipe, para ida à obras, em visitas mensais, protótipos, etc. e verba par 3 eventos de área, com convidado tecnico, para definição de padrões de estrutuar e instalações, treinamento equipe, reuniã gerão de área;1500;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;1500
;2023;C0600RSCOB;5200503009;00;dois celulares, cobrança e repasse;2000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0221PJCYR;5200208006;30;Participação em seminários e palestras, como formação da equipe e atualização dos profissionais da área: BIM-R$15.000,00 (consultorias / treinamento)                                                                                                                                                                                                                        Consultorias técnicas gerais - R$25.000,00. Considerado R$500,00 a cada 4 meses para participação em eventos;4600;4600;4600;4600;4600;4600;4600;4600;4600;4600;4600;4400
;2023;C0600RSTER;5200502004;00;;60;60;60;60;60;60;60;60;60;60;60;60
;2023;C0600RSTER;5200502005;00;;200;200;200;200;200;200;200;200;200;200;200;200
;2023;C0304RJPLM;5200502005;00;;120;120;120;120;120;120;120;120;120;120;120;120
;2023;C0221SPPLT;5200208008;30;Auxílio creche pensando em apenas 1 colaboradora;0;0;0;0;0;0;350;350;350;350;350;350
;2023;C0221PJLIV;5200504002;30;Consultoria geral Marcio Ramalho (assuntos obra, Dtas, carimbos, diretrizes-10h/2 meses  R$500/h) - R$ 5.000,00                                                                                                BIM-R$20.000,00 (treinamento equipe interna instalações, e consultorias)                                                                                                                                                                                                              Consultorias té;0;5000;0;5000;10000;5000;10000;7000;8000;15000;0;0
;2023;C0221SPPLT;5200503002;30;Compra de headset para equipe;0;0;3861;0;0;0;0;0;0;0;0;0
;2023;C0304SUVEN;5200503005;30;Deslocamento lançamentos e torre;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0304SUVEN;5200504020;30;usuarios;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100;1100
;2023;C0219RJSEC;5200502005;00;;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C0221PJLIV;5200502004;00;;0;50;50;50;0;50;0;50;0;50;0;0
;2023;C0221PJLIV;5200502005;00;;0;100;0;50;0;100;0;50;0;0;0;0
;2023;C0221PJLIV;5200503003;00;Verba prevista para cartão de visitas, carimbos de funcionarios, estacionamento de fornecedores em reuniões presenciais,;0;100;1000;50;100;1000;0;50;0;1000;0;0
;2023;C0219RJSEC;5200503005;30;Uber / Taxi;60;60;60;60;60;60;60;60;60;60;60;60
;2023;C0221PJLIV;5200503011;00;Verba prevista para compra de EPI (botas e capacetes) para time;0;105;0;105;0;105;0;105;0;0;0;0
;2023;C0221SPPLT;5200503005;30;Uber ou 99 taxi para equipe ir aos eventos;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350;2350
;2023;C0221PJLIV;5200504010;00;;0;500;500;0;500;500;0;500;500;0;0;0
;2023;C0221SPPLT;5200503005;31;Reembolso para viagens fora de SP (AGI, PA);100;100;100;100;100;100;100;100;100;100;100;100
;2023;C2546RSDTA;5300202002;00;;100;100;100;100;100;100;100;100;100;100;100;100
;2023;C0221PJCYR;5200503001;30;1) Consideradas 4 viagens para RJ e 4 viagens para Porto Alegre, 1 noite de hospedagem, 2 dias (Despesas com passagens, diárias de hotéis e reembolsos de viagens) Considerações Rio de janeiro: R$ 1.500,00                                          Passagem aérea: R$700,00                                                  Premissa pernoite: R$475,00 (hospedagem, refeição e taxi)                                                                                                 Premissa viagem: R$275,00;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C0221PJCYR;5200503005;30;Taxi ou reembolso para deslocamento para reuniões, visitas à obra, maquete, estacionamento em eventos ou reuniões, etc.;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000;1000
;2023;C0221PJCYR;5200504002;30;Valor para autodoc projetos e backup autodoc previsto no custo de projetos Cyrela para atendimento de todas as marcas;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000
;2023;C0221PJCYR;5200504020;30;1. Novo colaborador - Orçar notebook + tela (conforme padrão empresa), AEC Collection, plt viewer, Project,                                      \n2. Administrativo - Orçar notebook + tela (conforme padrão empresa), AEC Collection, plt viewer, Project, \n3.Linceças de AEC Collection para colaboradores que ainda não possuem,                                                                                                     \nPrevisão R$ 500,00 mensal manutenção TI.;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0042ITAMB;5200208006;30;Reciclagem Equipe de Brigada de Incêndio;0;0;0;0;0;0;0;0;0;10000;0;0
;2023;C0221COJUD;5200504002;30;Consultorias estratégicas não planejadas - eventos não previstos que ocorrerem no ano (pareceres);10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
;2023;C0221SPDEL;5200503005;30;Visitas em obras;450;450;450;450;450;450;450;450;450;450;450;450
;2023;C0221COENG;5200504002;30;Consultoria de engenharia prestada pelo Zorzi;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000;35000
;2023;C0221SPDEL;5200503001;30;Viagens para regionais RJ e Sul;0;3200;0;3200;0;3200;0;0;3200;0;3200;0
;2023;C0042ITAMB;5200503002;30;BrSupply - Materiais de Escritório - R$ 5.300\nBrasil Brindes - Material Clientes - R$ 800;6100;6100;6100;6100;6100;6100;6100;6100;6100;6100;6100;6100
;2023;C0042ITAMB;5200503004;30;BrSupply - Materiais p/ Copa - R$ 4.300\nPilão - Máquinas de Café - R$ 4.000\nRodrigo frutas - Frutas Staff - R$ 12.500;20800;20800;20800;20800;20800;20800;20800;20800;20800;20800;20800;20800
;2023;C0042ITAMB;5200503005;30;Uber - R$ 600\nRefeições e Café de Equipe - R$ 1.050;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650;1650
;2023;C0042CORCI;5200503016;00;B3 anualidade + B3 taxa de voto a distancia + CVM;0;220000;22000;25000;0;22000;0;0;22000;0;0;22000
;2023;C0042COREB;5200208005;00;;18600;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042COREB;5200208008;30;'Considerado (Escritórios +seller SP+ 150 corretores+Vivaz ) 80%. Lembrando que terceiros não foram considerados no cálculo. O valor orçado foi de 65 e fechamos a 63, logo orçamos um ajuste de 7% a 67,40 por dose. O RJ deve orçar a R$ 70 por dose.;0;0;0;88429;0;0;0;0;0;0;0;0
;2023;C0042COREB;5200208008;31;'2023 -  Valor por Executivo R$ 4000 x (38+putinato+marcia Adri) , Sul não considerado, RJ não considerado.;13334;13334;13334;13334;13334;13334;13334;13334;13334;13334;13334;13334
;2023;C0042COREB;5200208008;32;Laboral, quadras, saude mental, palestra e Body;12100;26095;12100;22100;12100;12100;12100;12100;12100;22100;12100;12100
;2023;C0042COREB;5200503005;30;uber e táxi;500;500;500;500;500;500;500;500;500;500;500;500
;2023;C0042COREB;5200504002;30;pesquisa Salarial;0;0;0;0;0;0;110000;0;0;0;0;0
;2023;C3099RHUVZ;5200208006;30;Cursos e treinamentos ao longo do ano para a Liderança Vivaz.;0;50000;0;0;0;0;0;50000;0;0;0;0
;2023;C3099RHUVZ;5200208006;31;INvestimento em formação e empoderamento feminino liderança vivaz.;0;25000;0;0;0;0;0;25000;0;0;0;0
;2023;C3099RHUVZ;5200208006;32;Pagamento da Plataforma LMS e Cursos e Treinamentos.;8500;8500;8500;8500;8500;8500;8500;8500;8500;8500;8500;8500
;2023;C3099RHUVZ;5200208006;33;Cursos Externos;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500;4500
;2023;C3099RHUVZ;5200208006;34;Desenvolvimento de Líderes;0;0;60000;0;0;0;0;0;0;0;0;0
;2023;C3099RHUVZ;5200503002;30;Kit para os novos entrantes.;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C3099RHUVZ;5200503002;31;Para backoffice vivaz.;2000;0;0;0;0;2000;0;0;0;0;0;0
;2023;C3099RHUVZ;5200503002;32;Kit acompanhamento treinamentos;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000;2000
;2023;C3099RHUVZ;5200503002;33;EQuipamentos para as gravações diversas.;9000;0;0;0;0;9000;0;0;0;0;0;0
;2023;C3099RHUVZ;5200503005;30;Para deslocamento das equipes;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000;5000
;2023;C3099RHUVZ;5200504002;30;Consultoria e redes sociais internas (Por CPF cadastrado);8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000
;2023;C3099RHUVZ;5200504002;31;Team Culture e Culture Rocks;15700;15700;15700;15700;15700;15700;15700;15700;15700;15700;15700;15700
;2023;C3099RHUVZ;5200504002;32;Plataforma para otimizar o processo de integração de novos colaboradores.;80000;0;0;0;0;0;0;0;0;0;0;0
;2023;C3099RHUVZ;5200504012;30;Integrações/Reuniões;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500
;2023;C3099RHUVZ;5200504012;31;Times dos Sonhos/ Férias na Vivaz/ Orgulho de Ser/ Bolo de aniversariantes/ Festa Junina / Hallowen;8700;8700;8700;45200;40200;18200;8700;8700;8700;55000;8700;8700
;2023;C3099RHUVZ;5200504012;32;Encontro semestral Liderança Vivaz;0;410000;0;0;0;0;0;410000;0;0;0;0
;2023;C0042ITAMB;5200504002;30;Emissões Alvará Caçapava, Acessibilidade, AVS;36000;0;0;0;0;0;0;0;0;0;0;0
;2023;C0042ITAMB;5200504019;30;Mega - Portador/Motoboy - R$ 6.988\nLoggi - Solitações de Motoboys - R$ 5.500;12000;12000;12000;12000;12000;12488;12488;12488;12488;12488;12488;12488
;2023;C0042COREB;5200504002;31;Banco de dados Mercer;0;0;0;30000;0;0;0;0;0;0;0;0
;2023;C0042COREB;5200504002;32;Projeto de Revisão de cargos Max People;0;35000;0;35000;0;0;0;0;0;0;0;0
;2023;C0042COREB;5200208012;00;;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000;25000
;2023;C0600RSFIN;5200502004;00;Envio de documentos para SP. Exemplo: Caixinha.;25;25;25;25;25;25;25;25;25;25;25;25
;2023;C0304RJAES;5200502007;00;SERVIÇO DE DEDETIZAÇÃO\nSANITIZAÇÃO COVID-19\nHIGIENIZAÇÃO DE CARPETE,CADEIRAS, DUTOS, TRAT PISO E ANÁLISE DO AR;1062;2262;1062;2250;2262;1062;1062;1062;2250;1062;1062;15362
;2023;C0219RJAES;5200501003;00;Serviço de hidráulica, elétrica e civil: R$ 1.390,00 mensal\nMateriais elétricos: 1.500,00 em Fevereiro e Julho\nMateriais de Manutenção: 500,00 em Março, Julho e Outubro \nRecarga de extintor: 250,00 em Outubro \nLimpeza da Caixa de Gordura: (800,00 em Janeiro)\nForro removível: R$ 3.000,00 em Fevereiro\nPlacas de carpete: R$ 5.000,00 em Janeiro;7190;5890;1890;1390;1390;1390;3390;1390;1390;2237;1390;1390
;2023;C0221SPQUA;5200503005;30;Uber/99/Taxi/Reembolso;8800;8800;8800;8800;8800;8800;8800;8800;8800;8800;8800;8800
;2023;C0219RJAES;5200501001;00;Condomínio da Seller no Londres: R$ 17.923,00 até Março e a partir de Abril com reajuste de 8% = R$ 19.357,00\nTaxa de Incêndio: R$ 1.273,00 em Março\nForo (O Lead possui unidades foreiras da União): R$ 13.180,00 em Maio;17923;17923;32376;19357;19357;19357;19357;19357;19357;19357;19357;19357
;2023;C0304RJDI1;5200502005;00;;45;45;45;45;45;45;45;45;45;45;45;45
;2023;C0219RJAES;5200502001;00;;11700;11700;11700;11700;11700;11700;11700;11700;11700;11700;11700;11700
;2023;C0219RJAES;5200502007;00;Kimberley: R$ 2.900,00 mensal\nMHD Fio Dental: R$ 200,00 mensal\nDedetização Seller 1: R$ 705,00 mensal\nMaterial de Limpeza: R$ 400,00 mensal\nLimpeza e Higienização das Cadeiras, Carpete: R$ 4.200,00 em Março e Setembro. \nLimpeza e Higienização das Persianas: R$ 1.610,00 em Março\nSanitização: R$ 900,00 mensal;5405;7629;9305;5105;5105;5105;6019;5105;10915;5105;5105;6019
;2023;C0600RSJUR;5200502004;00;;25;25;25;25;25;25;25;25;25;25;25;25
;2023;C0600RSJUR;5200503002;30;Material de escritório;30;30;30;30;30;30;30;30;30;30;30;30
;2023;C0600RSJUR;5200503005;30;Reembolso com despesas de viagem (almoço, uber, etc).;50;50;50;50;50;50;50;50;50;50;50;50
;2023;C0600RSJUR;5200504002;30;Despesa mensal;250;250;250;250;250;250;250;250;250;250;250;250
;2023;C0600RSJUR;5200504019;30;motoboy;150;150;150;150;150;150;150;150;150;150;150;150
;2023;C0219RJAES;5200502004;00;;322;322;322;322;322;322;322;322;322;322;322;322
;2023;C0219RJRHU;5200503003;00;Troféus e Placas: R$ 850 mensal. Kit onboarding : R$ 5.000,00 Janeiro e Julho. Máscaras de tecido - 84 kits de 6 mascaras - R$ 5.000 (Junho). Kit início do ano 2024 - R$ 30.000 (Novembro). Brinde Campeões - R$ 5.000 Janeiro e Julho.;10850;850;850;850;850;5850;10850;850;850;850;30850;850
;2023;C0221SPQUA;5200504001;30;Contrato total 52.800 (auditorias de 2022,2023 e 2024) saldo de contrato 12x1.3k\nabr/23 previsto + 1k para despesas de refeição/deslocamento auditor;1300;1300;1300;2300;1300;1300;1300;1300;1300;1300;1300;1300
;2023;C0219RJRHU;5200410004;00;Adesivação nova programação visual Seller (2 escritórios) - R$ 50 mil Fev. Contratação Agencia midia social (instagram Seller RJ). R$ 9 mil/mensal. Adesivação sino - R$ 15 mil em Março;9000;59000;24000;9000;9000;9000;9000;9000;9000;9000;9000;9000
;2023;C0304RJPRE;5200502004;00;;3200;3200;3200;3200;3200;3200;3200;3200;3200;3200;3200;3200
