ano;centroCusto;classeCusto;idDetalhe;descr;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12;fornecedor;obs_valor;aux
2023;C0219SLDVD;5200504012;31;À definir..... - Reunião Geral - Loc. Salas Lead: R$ 900,00 mensal. Reunião Geral - Loc. Salas Rio Mall: R$ 1.000,00 em Fevereiro, Junho e Setembro. Reunião Geral UCI: 4.900,00 em Março.;900;1900;4900;900;900;1900;900;900;1900;900;900;900;À definir.....;Reunião Geral - Loc. Salas Lead: R$ 900,00 mensal. Reunião Geral - Loc. Salas Rio Mall: R$ 1.000,00 em Fevereiro, Junho e Setembro. Reunião Geral UCI: 4.900,00 em Março.;À definir..... - Reunião Geral - Loc. Salas Lead: R$ 900,00 mensal. Reunião Geral - Loc. Salas Rio Mall: R$ 1.000,00 em Fevereiro, Junho e Setembro. Reunião Geral UCI: 4.900,00 em Março.
2023;C0219SLDVD;5200504012;32;À definir..... - Conquiste card - esportes para corretores (as) - R$ 2750,00/mensal a partir de Março. À pedido do Marcel;0;0;2750;2750;2750;2750;2750;2750;2750;2750;2750;2750;À definir.....;Conquiste card - esportes para corretores (as) - R$ 2750,00/mensal a partir de Março. À pedido do Marcel;À definir..... - Conquiste card - esportes para corretores (as) - R$ 2750,00/mensal a partir de Março. À pedido do Marcel
2023;C0219SLRHV;5200504012;30;Hotel Cadoro , Buffet em geral - São Paulo 400, Rio 200 e Sul 150;75000;75000;75000;75000;75000;75000;75000;75000;75000;75000;75000;75000;Hotel Cadoro , Buffet em geral;São Paulo 400, Rio 200 e Sul 150;Hotel Cadoro , Buffet em geral - São Paulo 400, Rio 200 e Sul 150
2023;C0219SLVEN;5200504012;30;Coffees para treinamentos - Coffees treinamentos Academia de Vendas;550;550;550;550;550;550;550;550;550;550;550;550;Coffees para treinamentos;Coffees treinamentos Academia de Vendas;Coffees para treinamentos - Coffees treinamentos Academia de Vendas
2023;C0219SLVEN;5200504012;31;Auditório Locação - Locação de Auditório para treinamentos mais específicos;0;450;0;450;0;0;450;0;0;450;0;0;Auditório Locação;Locação de Auditório para treinamentos mais específicos;Auditório Locação - Locação de Auditório para treinamentos mais específicos
2023;C0219SPSEC;5200504012;30;café - snacks - eventuais reuniões presenciais com a equipe;0;250;0;250;0;250;0;0;250;0;250;0;café - snacks;eventuais reuniões presenciais com a equipe;café - snacks - eventuais reuniões presenciais com a equipe
2023;C0221CORHU;5200504012;30;Fechamento programas de entry level - Evento de fechamento/formatura dos jovens aprendizes e estagiários.;0;0;0;0;0;0;0;0;0;0;0;20000;Fechamento programas de entry level;Evento de fechamento/formatura dos jovens aprendizes e estagiários.;Fechamento programas de entry level - Evento de fechamento/formatura dos jovens aprendizes e estagiários.
2023;C0221EQSDE;5200504012;30;"Diversos Fornecedores - Mensalmente, fazemos nossa reunião de time (7 pessoas) e estamos considerando um coffebreak no valor total de R$ 40,10/pessoa = R$ 280,67 ao mês (12 meses = R$ 3.368,00).\nEvento Premiação de Fornecedores ""Top 10"", no valor total de R$ 10.000,00.";1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;1114;Diversos Fornecedores;"Mensalmente, fazemos nossa reunião de time (7 pessoas) e estamos considerando um coffebreak no valor total de R$ 40,10/pessoa = R$ 280,67 ao mês (12 meses = R$ 3.368,00).\nEvento Premiação de Fornecedores ""Top 10"", no valor total de R$ 10.000,00.";"Diversos Fornecedores - Mensalmente, fazemos nossa reunião de time (7 pessoas) e estamos considerando um coffebreak no valor total de R$ 40,10/pessoa = R$ 280,67 ao mês (12 meses = R$ 3.368,00).\nEvento Premiação de Fornecedores ""Top 10"", no valor total de R$ 10.000,00."
2023;C0221EQSMA;5200504012;30;Evento premiação fornecedores - Aluguel salão + buffet + troféu;0;0;0;7000;0;0;0;0;0;0;0;0;Evento premiação fornecedores;Aluguel salão + buffet + troféu;Evento premiação fornecedores - Aluguel salão + buffet + troféu
2023;C0221EQSSE;5200504012;30;Premiação Fornecedores - Locação espaço + Coffee Break + Troféu;0;0;0;7000;0;0;0;0;0;0;0;0;Premiação Fornecedores;Locação espaço + Coffee Break + Troféu;Premiação Fornecedores - Locação espaço + Coffee Break + Troféu
2023;C0221GERLC;5200504012;30;Planejamento Estratégico Diretoria - Evento de planejamento com a liderança da diretoria do Celso;50000;0;0;0;0;0;0;0;0;0;0;0;Planejamento Estratégico Diretoria;Evento de planejamento com a liderança da diretoria do Celso;Planejamento Estratégico Diretoria - Evento de planejamento com a liderança da diretoria do Celso
2023;C0221GESUP;5200504012;30;Evento Anual de Engenharia - Evento anual de toda engenharia Brasil;165000;0;0;0;0;0;0;0;0;0;0;0;Evento Anual de Engenharia;Evento anual de toda engenharia Brasil;Evento Anual de Engenharia - Evento anual de toda engenharia Brasil
2023;C0221SPQUA;5200504012;30;Diversos fornecedores - Eventos diversos: reunião de engenharia/estrutura day/treinamentos\nObs: Locação Auditório/Coffee/Cadeira e Som;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;Diversos fornecedores;Eventos diversos: reunião de engenharia/estrutura day/treinamentos\nObs: Locação Auditório/Coffee/Cadeira e Som;Diversos fornecedores - Eventos diversos: reunião de engenharia/estrutura day/treinamentos\nObs: Locação Auditório/Coffee/Cadeira e Som
2023;C0275RHUVH;5200504012;30;Buffet Bisuti e FAR - JAN - Convenção Geral , DEZ Confraternização  e mes cafe com corretores e treinamentos;200000;2000;2000;25000;2000;2000;2000;2000;25000;2000;2000;60000;Buffet Bisuti e FAR;JAN - Convenção Geral , DEZ Confraternização  e mes cafe com corretores e treinamentos;Buffet Bisuti e FAR - JAN - Convenção Geral , DEZ Confraternização  e mes cafe com corretores e treinamentos
2023;C0304RJAES;5200504012;30;BUFFET E EVENTOS - REUNIÃO EQUIPE A&s;0;0;0;0;0;0;0;0;0;0;0;500;BUFFET E EVENTOS;REUNIÃO EQUIPE A&s;BUFFET E EVENTOS - REUNIÃO EQUIPE A&s
2023;C0304RJQUA;5200504012;30;Panificação Recreio / Sheila Buffet - Orçado com base no gasto médio de 2022.;1131;1131;1131;1131;1131;1131;1131;1131;1131;1131;1131;1131;Panificação Recreio / Sheila Buffet;Orçado com base no gasto médio de 2022.;Panificação Recreio / Sheila Buffet - Orçado com base no gasto médio de 2022.
2023;C0304RJRHU;5200504012;30;Bolo aniversariante do Mês - Ação aniversariante do mês;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;1900;Bolo aniversariante do Mês;Ação aniversariante do mês;Bolo aniversariante do Mês - Ação aniversariante do mês
2023;C0304RJRHU;5200504012;31;Reunião Geral - Reunião geral Presencial;0;16000;0;0;0;0;0;0;0;0;16000;0;Reunião Geral;Reunião geral Presencial;Reunião Geral - Reunião geral Presencial
2023;C0304RJRHU;5200504012;32;Férias na Cyrela - Premissa 250 por criança;0;0;0;0;0;23000;0;0;0;0;0;0;Férias na Cyrela;Premissa 250 por criança;Férias na Cyrela - Premissa 250 por criança
2023;C0304RJRHU;5200504012;33;Festa Junina - Premissa 100,00 por pessoa + 1500 de aluguem do espaço - Orçado abaixo da premissa;0;0;0;0;30000;0;0;0;0;0;0;0;Festa Junina;Premissa 100,00 por pessoa + 1500 de aluguem do espaço - Orçado abaixo da premissa;Festa Junina - Premissa 100,00 por pessoa + 1500 de aluguem do espaço - Orçado abaixo da premissa
2023;C0304RJRHU;5200504012;34;Açoes de Endomkt - Ações de Endomarketing 15,00 por pessoa - 6 ações  no ano;0;5200;0;5200;0;5200;0;5200;0;5200;0;5200;Açoes de Endomkt;Ações de Endomarketing 15,00 por pessoa - 6 ações  no ano;Açoes de Endomkt - Ações de Endomarketing 15,00 por pessoa - 6 ações  no ano
2023;C0304RJRHU;5200504012;35;Festa de Final de ano - Valor realizado 2022 -;0;0;0;0;0;0;0;0;0;0;0;225000;Festa de Final de ano;Valor realizado 2022 -;Festa de Final de ano - Valor realizado 2022 -
2023;C0304RJRHU;5200504012;36;Coffe  e reserva de auditório - Coffe de treinamentos e reserva de auditório;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;1200;Coffe  e reserva de auditório;Coffe de treinamentos e reserva de auditório;Coffe  e reserva de auditório - Coffe de treinamentos e reserva de auditório
2023;C0304RJRHU;5200504012;37;Cartão para Compra de Gifts - Compra de itens para montagem de gifts;0;0;0;20000;0;0;0;0;0;0;0;0;Cartão para Compra de Gifts;Compra de itens para montagem de gifts;Cartão para Compra de Gifts - Compra de itens para montagem de gifts
2023;C0600GEFIN;5200504012;30;Encontro Planejamento Anual - 150 por colaboradorx30 (considerando locação do local + refeição + deslocamento + atração);0;4650;0;0;0;0;0;0;0;0;0;0;Encontro Planejamento Anual;150 por colaboradorx30 (considerando locação do local + refeição + deslocamento + atração);Encontro Planejamento Anual - 150 por colaboradorx30 (considerando locação do local + refeição + deslocamento + atração)
2023;C0600RSCTR;5200504012;30;Madson auditório - 4 eventos no auditório: R$ 300 cada;125;125;125;125;125;125;125;125;125;125;125;125;Madson auditório;4 eventos no auditório: R$ 300 cada;Madson auditório - 4 eventos no auditório: R$ 300 cada
2023;C0600RSINC;5200504012;30;MADISON Empreendimento - Eventos para equipe e/ou fornecedores.;800;200;0;800;200;0;800;200;0;800;0;0;MADISON Empreendimento;Eventos para equipe e/ou fornecedores.;MADISON Empreendimento - Eventos para equipe e/ou fornecedores.
2023;C0600RSRHU;5200504012;30;Reunião geral - Reunião com todos os colaboradores;0;0;50000;0;0;0;0;0;50000;0;0;0;Reunião geral;Reunião com todos os colaboradores;Reunião geral - Reunião com todos os colaboradores
2023;C0600RSRHU;5200504012;31;Férias an Cyrela - Evento para filhos de colaboradores;0;0;0;0;0;15000;0;0;0;0;0;0;Férias an Cyrela;Evento para filhos de colaboradores;Férias an Cyrela - Evento para filhos de colaboradores
2023;C0600RSRHU;5200504012;32;Coffee integrações - Itens não perecíveis para integração de novos colaboradores;4000;0;0;0;0;0;0;0;0;0;0;0;Coffee integrações;Itens não perecíveis para integração de novos colaboradores;Coffee integrações - Itens não perecíveis para integração de novos colaboradores
2023;C0600RSRHU;5200504012;33;Coffee treinamentos - treinamentos diversos;0;0;1000;0;0;1000;0;0;1000;0;0;0;Coffee treinamentos;treinamentos diversos;Coffee treinamentos - treinamentos diversos
2023;C0600RSRHU;5200504012;34;Festa de fim de ano - Festa de fim de ano;0;0;0;0;0;0;0;0;0;0;0;150000;Festa de fim de ano;Festa de fim de ano;Festa de fim de ano - Festa de fim de ano
2023;C0600RSTER;5200504012;30;almoços imobiliarias - almoço imobiliarias;200;200;200;200;200;200;200;200;200;200;200;200;almoços imobiliarias;almoço imobiliarias;almoços imobiliarias - almoço imobiliarias
2023;C2546PRDTA;5200504012;30;Empresas de Buffet - Bolos para os aniversariantes do mês e/ou salgados para os treinamentos da equipe.;50;50;50;50;50;50;50;50;50;50;50;50;Empresas de Buffet;Bolos para os aniversariantes do mês e/ou salgados para os treinamentos da equipe.;Empresas de Buffet - Bolos para os aniversariantes do mês e/ou salgados para os treinamentos da equipe.
2023;C2546RSDEN;5200504012;30;Aluguel de alditorio - reunião de equipe;840;840;840;840;840;840;840;840;840;840;840;840;Aluguel de alditorio;reunião de equipe;Aluguel de alditorio - reunião de equipe
2023;C2546RSDTA;5200504012;30;Bendito Gosto - Bolos para os aniversariantes do mês e salgados para os treinamentos;500;500;500;500;500;500;500;500;500;500;500;500;Bendito Gosto;Bolos para os aniversariantes do mês e salgados para os treinamentos;Bendito Gosto - Bolos para os aniversariantes do mês e salgados para os treinamentos
2023;C2546RSPLO;5200504012;30;ESPLANADA IMOVEIS LTDA - REUNIOES DE COCKPIT;450;450;450;450;450;450;450;450;450;450;450;450;ESPLANADA IMOVEIS LTDA;REUNIOES DE COCKPIT;ESPLANADA IMOVEIS LTDA - REUNIOES DE COCKPIT
2023;C2546RSPRJ;5200504012;30;EVENTOS PROJETOS - 1. Capacitação Projetistas\n2. Instalações Day\n3. Capacitação equipe\n4. Premiação de projetistas;500;1300;100;1300;0;500;0;0;100;0;0;4450;EVENTOS PROJETOS;1. Capacitação Projetistas\n2. Instalações Day\n3. Capacitação equipe\n4. Premiação de projetistas;EVENTOS PROJETOS - 1. Capacitação Projetistas\n2. Instalações Day\n3. Capacitação equipe\n4. Premiação de projetistas
2023;C2546RSQUA;5200504012;30;Reunião de Engenharia :cooffe - Reunião de Engenharia :cooffe;800;800;800;800;800;800;800;800;800;800;800;800;Reunião de Engenharia :cooffe;Reunião de Engenharia :cooffe;Reunião de Engenharia :cooffe - Reunião de Engenharia :cooffe
2023;C2546RSQUA;5200504012;31;Aluguel de Auditório - Aluguel de Auditório;500;500;500;500;500;500;500;500;500;500;500;500;Aluguel de Auditório;Aluguel de Auditório;Aluguel de Auditório - Aluguel de Auditório
2023;C2546RSQUA;5200504012;32;trofeu reconhecimento - trofeu reconhecimento;0;0;0;0;0;0;0;0;500;0;0;0;trofeu reconhecimento;trofeu reconhecimento;trofeu reconhecimento - trofeu reconhecimento
2023;C2546RSRCL;5200504012;30;Masterclass Gisele Paula - Masterclass para a regional em celebração ao Mês do Cliente;0;0;0;0;0;0;0;0;27000;0;0;0;Masterclass Gisele Paula;Masterclass para a regional em celebração ao Mês do Cliente;Masterclass Gisele Paula - Masterclass para a regional em celebração ao Mês do Cliente
2023;C3099BCKVZ;5200504012;30;PADARIAS E BUFFET - Reuniões estratégicas e fechamentos.;500;500;500;500;500;500;500;500;500;500;500;500;PADARIAS E BUFFET;Reuniões estratégicas e fechamentos.;PADARIAS E BUFFET - Reuniões estratégicas e fechamentos.
2023;C3099COMVZ;5200504012;30;Coffe para vendas - Coffe para treinamentos com vendas;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;Coffe para vendas;Coffe para treinamentos com vendas;Coffe para vendas - Coffe para treinamentos com vendas
2023;C3099RHUVZ;5200504012;30;Coffee break - Integrações/Reuniões;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;2500;Coffee break;Integrações/Reuniões;Coffee break - Integrações/Reuniões
2023;C3099RHUVZ;5200504012;31;Eventos Endomarketing - Times dos Sonhos/ Férias na Vivaz/ Orgulho de Ser/ Bolo de aniversariantes/ Festa Junina / Hallowen;8700;8700;8700;45200;40200;18200;8700;8700;8700;55000;8700;8700;Eventos Endomarketing;Times dos Sonhos/ Férias na Vivaz/ Orgulho de Ser/ Bolo de aniversariantes/ Festa Junina / Hallowen;Eventos Endomarketing - Times dos Sonhos/ Férias na Vivaz/ Orgulho de Ser/ Bolo de aniversariantes/ Festa Junina / Hallowen
2023;C3099RHUVZ;5200504012;32;Ponto de Encontro - Encontro semestral Liderança Vivaz;0;410000;0;0;0;0;0;410000;0;0;0;0;Ponto de Encontro;Encontro semestral Liderança Vivaz;Ponto de Encontro - Encontro semestral Liderança Vivaz
2023;C3099VZINO;5200504012;30;Reunião semestral Equipe - Reunião semestral Equipe;0;0;0;0;0;0;720;0;0;0;0;720;Reunião semestral Equipe;Reunião semestral Equipe;Reunião semestral Equipe - Reunião semestral Equipe
2023;C3099VZINO;5200504012;31;Reunião Mensal de Equipe - Reunião Mensal de Equipe;200;200;200;200;200;200;200;200;200;200;200;200;Reunião Mensal de Equipe;Reunião Mensal de Equipe;Reunião Mensal de Equipe - Reunião Mensal de Equipe
2023;C3228INOVA;5200504012;30;Eventos de inovação interno - coffee break para eventos internos;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;3500;1000;Eventos de inovação interno;coffee break para eventos internos;Eventos de inovação interno - coffee break para eventos internos
2023;C3228INOVA;5200504012;31;Inovawards 2023 - evento interno de inovação;0;0;0;0;0;0;0;0;0;0;0;80000;Inovawards 2023;evento interno de inovação;Inovawards 2023 - evento interno de inovação
2023;C0042BLAES;5200504018;0;;3000;0;0;0;0;0;0;0;0;0;0;0;;;
2023;C0042COAES;5200504018;0;Prado Chaves - Gestão Guarda Externa Física - R$ 10.500;10500;10500;10500;10500;10500;10500;10500;10500;10500;10500;10500;10500;;Prado Chaves - Gestão Guarda Externa Física - R$ 10.500;Prado Chaves - Gestão Guarda Externa Física - R$ 10.500
2023;C0042COSOP;5200504018;0;;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;2200;;;
2023;C0042ITAMB;5200504018;0;Prado Chaves - Gestão Guarda Externa Física - R$ 12.500\nPrado Chaves - Processo de Digitalização Guarda - R$ 4.500;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;17000;;Prado Chaves - Gestão Guarda Externa Física - R$ 12.500\nPrado Chaves - Processo de Digitalização Guarda - R$ 4.500;Prado Chaves - Gestão Guarda Externa Física - R$ 12.500\nPrado Chaves - Processo de Digitalização Guarda - R$ 4.500
2023;C0304RJAES;5200504018;0;ACCESS;9500;9500;9500;9500;9500;9500;9500;9500;9500;9500;9500;9500;;ACCESS;ACCESS
2023;C0600RSAES;5200504018;0;Gestão de Arquivos e Digitalizações;9166;9166;9166;9166;9167;9167;9167;9167;9167;9167;9167;9167;;Gestão de Arquivos e Digitalizações;Gestão de Arquivos e Digitalizações
2023;C0042BLAES;5200504019;30;SERVIÇO DE MOTOBOY - SERVIÇO DE MOTOBOY;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;SERVIÇO DE MOTOBOY;SERVIÇO DE MOTOBOY;SERVIÇO DE MOTOBOY - SERVIÇO DE MOTOBOY
2023;C0042COAES;5200504019;30;Serviços de Fretes e Tranpostes - Mega Company - Serviços Portadores - R$ 12.139\nLOGGI - Sistema Motoboys - R$ 2.500\nIS - Malotes - R$ 6.000\nCorreios - Postagens - R$ 1.250\nCoopertaxi - Taxi Diretoria - R$ 1.000;22042;22042;22042;22042;22042;22889;22889;23339;23339;23339;23339;23339;Serviços de Fretes e Tranpostes;Mega Company - Serviços Portadores - R$ 12.139\nLOGGI - Sistema Motoboys - R$ 2.500\nIS - Malotes - R$ 6.000\nCorreios - Postagens - R$ 1.250\nCoopertaxi - Taxi Diretoria - R$ 1.000;Serviços de Fretes e Tranpostes - Mega Company - Serviços Portadores - R$ 12.139\nLOGGI - Sistema Motoboys - R$ 2.500\nIS - Malotes - R$ 6.000\nCorreios - Postagens - R$ 1.250\nCoopertaxi - Taxi Diretoria - R$ 1.000
2023;C0042COCOB;5200504019;30;Serviços de fretes e courrier - Serviços de fretes e courrier que não estejam relacionados ao empreendimento.;100;100;100;100;100;100;100;100;100;100;100;100;Serviços de fretes e courrier;Serviços de fretes e courrier que não estejam relacionados ao empreendimento.;Serviços de fretes e courrier - Serviços de fretes e courrier que não estejam relacionados ao empreendimento.
2023;C0042COSOP;5200504019;30;Transporte Equipamentos - Transporte equipamentos entre escritórios;300;300;300;300;300;300;300;300;300;300;300;300;Transporte Equipamentos;Transporte equipamentos entre escritórios;Transporte Equipamentos - Transporte equipamentos entre escritórios
2023;C0042EQCOC;5200504019;30;Frete (loggi) - R$ 100 por/mês frete Loggi (motoboy);100;100;100;100;100;100;100;100;100;100;100;100;Frete (loggi);R$ 100 por/mês frete Loggi (motoboy);Frete (loggi) - R$ 100 por/mês frete Loggi (motoboy)
2023;C0042EQRHU;5200504019;30;Uber equipe - consultoria - deslocamento obras;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;1300;Uber equipe - consultoria;deslocamento obras;Uber equipe - consultoria - deslocamento obras
2023;C0042GEMKT;5200504019;30;Fornecedor Loggi - Loggi (pendente)\nObs: 200/mes;200;200;200;200;200;200;200;200;200;200;200;200;Fornecedor Loggi;Loggi (pendente)\nObs: 200/mes;Fornecedor Loggi - Loggi (pendente)\nObs: 200/mes
2023;C0042ITAMB;5200504019;30;Fretes, Carretos e Courrier - Mega - Portador/Motoboy - R$ 6.988\nLoggi - Solitações de Motoboys - R$ 5.500;12000;12000;12000;12000;12000;12488;12488;12488;12488;12488;12488;12488;Fretes, Carretos e Courrier;Mega - Portador/Motoboy - R$ 6.988\nLoggi - Solitações de Motoboys - R$ 5.500;Fretes, Carretos e Courrier - Mega - Portador/Motoboy - R$ 6.988\nLoggi - Solitações de Motoboys - R$ 5.500
2023;C0042SLAES;5200504019;30;SERVIÇO DE MOTOBOY - MOTOBOY;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;SERVIÇO DE MOTOBOY;MOTOBOY;SERVIÇO DE MOTOBOY - MOTOBOY
2023;C0042SPCRP;5200504019;30;Serviço de motoboy - Utilização de serviços de motoboy para cartórios, bancos e clientes.;11100;11100;11100;11100;9000;9000;9000;9000;9000;9000;9000;9000;Serviço de motoboy;Utilização de serviços de motoboy para cartórios, bancos e clientes.;Serviço de motoboy - Utilização de serviços de motoboy para cartórios, bancos e clientes.
2023;C0042SPLGZ;5200504019;30;Entregas SP - Serviço de portador para atender os departamentos de legalização e meio ambiente.;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000;Entregas SP;Serviço de portador para atender os departamentos de legalização e meio ambiente.;Entregas SP - Serviço de portador para atender os departamentos de legalização e meio ambiente.
2023;C0042SPOTE;5200504019;30;Fretes materiais equipe - Fretes materiais equipe e adm.;100;100;100;100;100;100;100;100;100;100;100;100;Fretes materiais equipe;Fretes materiais equipe e adm.;Fretes materiais equipe - Fretes materiais equipe e adm.
2023;C0042SUVEN;5200504019;30;Entrega contratos Físicos - Entrega contratos Físicos;2100;2100;2100;2100;0;0;0;0;0;0;0;0;Entrega contratos Físicos;Entrega contratos Físicos;Entrega contratos Físicos - Entrega contratos Físicos
2023;C0217RJAPT;5200504019;30;LOGGI OBRAS - LOGGI OBRAS;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;16000;LOGGI OBRAS;LOGGI OBRAS;LOGGI OBRAS - LOGGI OBRAS
2023;C0219EQRHS;5200504019;30;Visitas Obras + Loggi - Motoboy e Van;120;120;120;120;120;120;120;120;120;120;120;120;Visitas Obras + Loggi;Motoboy e Van;Visitas Obras + Loggi - Motoboy e Van
2023;C0219RJAS2;5200504019;30;À Definir.................. - Transporte de Mobiliário R$ 600, em Fev e 500 em Agosto.;0;600;0;0;0;0;0;600;0;0;0;0;À Definir..................;Transporte de Mobiliário R$ 600, em Fev e 500 em Agosto.;À Definir.................. - Transporte de Mobiliário R$ 600, em Fev e 500 em Agosto.
2023;C0219RJRHU;5200504019;30;Carioca Tropical... - R$ 1925,00 Fevereiro, Junho e Setembro;0;1925;0;0;0;1925;0;0;1925;0;0;0;Carioca Tropical...;R$ 1925,00 Fevereiro, Junho e Setembro;Carioca Tropical... - R$ 1925,00 Fevereiro, Junho e Setembro
2023;C0219SLCEI;5200504019;30;Sergio Moto Boy - Serviços de moto-boy;50;50;50;50;50;50;50;50;50;50;50;50;Sergio Moto Boy;Serviços de moto-boy;Sergio Moto Boy - Serviços de moto-boy
2023;C0221EQPDU;5200504019;30;Aluguel de Carro ou Quilometragem - Obs: Considerado 2 viagens por semana (8 por mês), com valor aproximado de R$350 cada viagem;2800;2800;2800;2800;2800;2800;2800;2800;2800;2800;2800;2800;Aluguel de Carro ou Quilometragem;Obs: Considerado 2 viagens por semana (8 por mês), com valor aproximado de R$350 cada viagem;Aluguel de Carro ou Quilometragem - Obs: Considerado 2 viagens por semana (8 por mês), com valor aproximado de R$350 cada viagem
2023;C0221EQPDU;5200504019;31;Expensemobi - Despensas com uber/taxi e reembolsos;300;300;300;300;300;300;300;300;300;300;300;300;Expensemobi;Despensas com uber/taxi e reembolsos;Expensemobi - Despensas com uber/taxi e reembolsos
2023;C0304COASS;5200504019;30;Envios de documentos - Envio de documentos para clientes e bancos em outros estados/municípios;150;150;150;150;150;150;150;150;150;150;150;150;Envios de documentos;Envio de documentos para clientes e bancos em outros estados/municípios;Envios de documentos - Envio de documentos para clientes e bancos em outros estados/municípios
2023;C0304EQINP;5200504019;30;Loggi para documentos - Para entregas emergenciais;34;34;34;34;34;34;34;34;34;34;34;34;Loggi para documentos;Para entregas emergenciais;Loggi para documentos - Para entregas emergenciais
2023;C0304RJAES;5200504019;30;CORREIOS E MALOTE SP - CORREIOS E MALOTE SP;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;4000;CORREIOS E MALOTE SP;CORREIOS E MALOTE SP;CORREIOS E MALOTE SP - CORREIOS E MALOTE SP
2023;C0304RJCTR;5200504019;30;Frete e Loggi - Frete para envio de documento;15;15;15;15;15;15;15;15;15;15;15;15;Frete e Loggi;Frete para envio de documento;Frete e Loggi - Frete para envio de documento
2023;C0304RJDAO;5200504019;30;Fretes e carretos - Fretes e carretos;150;150;150;150;150;150;150;150;150;150;150;150;Fretes e carretos;Fretes e carretos;Fretes e carretos - Fretes e carretos
2023;C0304RJDI1;5200504019;30;Frete e Entregas - Fretes;5;5;5;5;5;5;5;5;5;5;5;5;Frete e Entregas;Fretes;Frete e Entregas - Fretes
2023;C0304RJINC;5200504019;30;Despacho Documentos SP - Envio de documentações SP;3;3;3;3;3;3;3;3;3;3;3;3;Despacho Documentos SP;Envio de documentações SP;Despacho Documentos SP - Envio de documentações SP
2023;C0304RJMKT;5200504019;30;Fornecedores diversos - Despesas com transporte de documentos e mobiliários para eventos.;17;17;17;17;17;17;17;17;17;17;17;17;Fornecedores diversos;Despesas com transporte de documentos e mobiliários para eventos.;Fornecedores diversos - Despesas com transporte de documentos e mobiliários para eventos.
2023;C0304RJPLL;5200504019;30;fretes log - Envio de documentos e projetos para coleta assinaturas;4;4;4;4;4;4;4;4;4;4;4;4;fretes log;Envio de documentos e projetos para coleta assinaturas;fretes log - Envio de documentos e projetos para coleta assinaturas
2023;C0304RJPLM;5200504019;30;Logística e remessas - Serviços emergenciais de portador;30;30;30;30;30;30;30;30;30;30;30;30;Logística e remessas;Serviços emergenciais de portador;Logística e remessas - Serviços emergenciais de portador
2023;C0304RJPLO;5200504019;30;FRETE E LOGGI - FRETE E LOGGI OBRAS;50;50;50;50;50;50;50;50;50;50;50;50;FRETE E LOGGI;FRETE E LOGGI OBRAS;FRETE E LOGGI - FRETE E LOGGI OBRAS
2023;C0304RJPRD;5200504019;30;SERVIÇO DE MOTOBOY - utilização do motoboy da empresa para colher assinaturas de projetistas;34;34;34;34;34;34;34;34;34;34;34;34;SERVIÇO DE MOTOBOY;utilização do motoboy da empresa para colher assinaturas de projetistas;SERVIÇO DE MOTOBOY - utilização do motoboy da empresa para colher assinaturas de projetistas
2023;C0304RJQUA;5200504019;30;Transpak e outros - Orçado com base no gasto médio de 2022.;123;123;123;123;123;123;123;123;123;123;123;123;Transpak e outros;Orçado com base no gasto médio de 2022.;Transpak e outros - Orçado com base no gasto médio de 2022.
2023;C0304RJRCL;5200504019;30;Despesas Loggi - Logística - Despesas Loggi - Logística;417;417;417;417;417;417;417;417;417;417;417;417;Despesas Loggi - Logística;Despesas Loggi - Logística;Despesas Loggi - Logística - Despesas Loggi - Logística
2023;C0304RJTER;5200504019;30;Orçamento Frete - Orçamento Frete;5;5;5;5;5;5;5;5;5;5;5;5;Orçamento Frete;Orçamento Frete;Orçamento Frete - Orçamento Frete
2023;C0600RSAPO;5200504019;30;LOGGI TECNOLOGIA - Entregas e coletas com motobo;300;300;300;300;300;300;300;300;300;300;300;300;LOGGI TECNOLOGIA;Entregas e coletas com motobo;LOGGI TECNOLOGIA - Entregas e coletas com motobo
2023;C0600RSCOB;5200504019;30;Motoboy entregas e registros. - Serviços de transportes de contratos de financiamento.;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;7500;Motoboy entregas e registros.;Serviços de transportes de contratos de financiamento.;Motoboy entregas e registros. - Serviços de transportes de contratos de financiamento.
2023;C0600RSCTR;5200504019;30;Loggi Motoboy - Obs: Entrega de documentos;5;5;5;5;5;5;5;5;5;5;5;5;Loggi Motoboy;Obs: Entrega de documentos;Loggi Motoboy - Obs: Entrega de documentos
